ID,sentence,level,hurigana,english,vietnamese,grammar,,1,2,3,4,5,6,7,8,9,10,word1_name,word1_id,word2_name,word2_id,word3_name,word3_id,word4_name,word4_id,word5_name,word5_id,word6_name,word6_id,word7_name,word7_id,word8_name,word8_id,word9_name,word9_id,word10_name,word10_id,word11_name,word11_id,word12_name,word12_id,word13_name,word13_id,word14_name,word14_id,EntityType,length,check
86,母は夫にりんごを洗わせます。,7,はははおっとにりんごをあらわせます。,My mother makes her husband wash the apples.,Mẹ bắt cha rửa táo.,36,〜させます（使役）,,,,,,,,,,,母,86,は,,夫,99,に,,りんご,191,を,,洗わせ,622,ます,,,,,,,,,,,,,,Sentence,14,TRUE
87,先生にほめられました。,7,せんせいにほめられました。,I was praised by the teacher.,Tôi được giáo viên khen.,37,〜られます（受身）,,,,,,,,,,,先生,29,に,,ほめ,1572,られ,,ました,,,,,,,,,,,,,,,,,,,,Sentence,11,TRUE
88,だれが来るかわかりません。,7,だれがくるかわかりません。,I don’t know who will come.,Tôi không biết ai sẽ đến.,43,疑問詞＋〜か,,,,,,,,,,,だれ,400,が,,来る,327,か,,わかり,741,ません,,,,,,,,,,,,,,,,,,Sentence,13,TRUE
89,その店が安いかどうか聞きました。,7,そのみせがやすいかどうかききました。,I asked whether that store is cheap.,Tôi đã hỏi xem cửa hàng đó có rẻ không.,44,Nかどうか,,,,,,,,,,,その,3703,店,576,が,,安い,349,か,,どうか,,聞き,276,ました,,,,,,,,,,,,,,Sentence,16,TRUE
90,今日の天気は良さそうです。,7,きょうのてんきはよさそうです。,The weather looks nice today.,Thời tiết hôm nay có vẻ tốt.,84,〜そうです（様態）,,,,,,,,,,,今日,247,の,,天気,581,は,,良さ,351,そう,,です,,,,,,,,,,,,,,,,Sentence,13,TRUE
91,新しい服を着てみます。,7,あたらしいふくをきてみます。,I’ll try wearing new clothes.,Tôi sẽ thử mặc quần áo mới.,90,〜てみる（試行）,,,,,,,,,,,新しい,355,服,116,を,,着て,629,みます,,,,,,,,,,,,,,,,,,,,Sentence,11,TRUE
92,彼女の文字は読みにくいです。,7,かのじょのもじはよみにくいです。,Her handwriting is hard to read.,Chữ viết của cô ấy khó đọc.,99,〜にくい（難易度）,,,,,,,,,,,彼女,5079,の,,文字,1221,は,,読み,274,にくい,,です,,,,,,,,,,,,,,,,Sentence,14,TRUE
93,鈴木さんの説明はわかりやすいです。,7,すずきさんのせつめいはわかりやすいです。,Elementary school questions are easy to understand.,Bài tập tiểu học dễ hiểu.,100,〜やすい（難易度）,,,,,,,,,,,鈴木さん,,の,,説明,858,は,,わかり,741,やすい,,です,,,,,,,,,,,,,,,,Sentence,17,TRUE
94,忘れ物をしないようにしてください。,8,わすれものをしないようにしてください。,Please make sure you don’t leave anything behind.,Xin hãy cố gắng đừng để quên đồ.,32,〜ようにしてください,,,,,,,,,,,忘れ物,1079,を,,しない,329,よう,,に,,して,,ください,,,,,,,,,,,,,,,,Sentence,17,TRUE
95,毎日ニュースを読むようにしています。,8,まいにちニュースをよむようにしています。,I make it a habit to read the news every day.,Tôi có thói quen đọc tin tức mỗi ngày.,33,〜ようにしています,,,,,,,,,,,毎日,259,ニュース,5745,を,,読む,274,よう,,に,,して,,います,,,,,,,,,,,,,,Sentence,18,TRUE
96,明日から早く寝るようにします。,8,あしたからはやくねるようにします。,I’ll try to go to bed early starting tomorrow.,"Từ ngày mai, tôi sẽ cố gắng đi ngủ sớm.",34,〜ようにします,,,,,,,,,,,明日,248,から,,早く,364,寝る,308,よう,,に,,します,329,,,,,,,,,,,,,,,Sentence,15,TRUE
97,この人が好きなのはやさしいからです。,8,このひとがすきなのは、やさしいからです。,The reason I like this people is because they are kind.,Tôi thích người này vì họ tốt bụng.,35,〜のは〜です,,,,,,,,,,,この,693,人,511,が,,好き,395,なの,,は,,やさしい,408,から,,です,,,,,,,,,,,,Sentence,18,TRUE
98,時間があれば温泉に行きます。,8,じかんがあれば、おんせんにいきます。,"If I have time, I’ll go to a hot spring.","Nếu có thời gian, tôi sẽ đi suối nước nóng.",69,条件（〜ば）,,,,,,,,,,,時間,536,が,,あれば,,温泉,1390,に,,行きます,271,,,,,,,,,,,,,,,,,Sentence,14,TRUE
99,貯金を始めることにしました。,8,ちょきんをはじめることにしました。,I’ve decided to start saving money.,Tôi đã quyết định bắt đầu tiết kiệm tiền.,86,〜ことにする（決定）,,,,,,,,,,,貯金,1670,を,,始める,314,こと,538,に,,しました,,,,,,,,,,,,,,,,,,Sentence,14,TRUE
100,先生は学生に静かにするように言いました。,8,せんせいはがくせいに、しずかにするようにいいました。,The teacher told the students to be quiet.,Thầy (cô) giáo bảo học sinh giữ im lặng.,91,〜ように言う（間接命令）,,,,,,,,,,,先生は,29,学生,34,に,,静かに,392,する,,ように,,言い,293,ました,,,,,,,,,,,,,,Sentence,20,TRUE
101,この店では先に支払うことになっています。,8,このみせでは、さきにしはらうことになっています。,"At this shop, you’re supposed to pay first.","Ở cửa hàng này, bạn phải trả tiền trước.",92,〜ことになっている（規則）,,,,,,,,,,,この,693,店,576,では,,先に,1491,支払う,1090,こと,,に,,なって,,います,,,,,,,,,,,,Sentence,20,TRUE
102,あの雲は熊みたいです。,8,あのくもはくまみたいです。,That cloud looks like a bear.,Đám mây kia trông giống con gấu.,97,〜みたいだ（比喩）,,,,,,,,,,,あの,3704,雲,144,は,,熊,1836,みたい,,です,,,,,,,,,,,,,,,,,,Sentence,11,TRUE
88,松下さんは失敗したのにあきらめません。,9,まつしたさんはしっぱいしたのにあきらめません。,Even though Mr. Matsushita failed,he does not give up.,88,〜のに（逆接）,,,,,,,,,,,松下さん,,は,,失敗,1341,した,,のに,,あきらめ,,ません,,,,,,,,,,,,,,,,Sentence,19,TRUE
95,赤ちゃんは泣いてばかりいます。,9,あかちゃんはないてばかりいます。,The baby keeps crying.,Em bé cứ khóc hoài.,95,〜ばかり（直後／程度）,,,,,,,,,,,赤ちゃん,2242,は,,泣い,291,て,,ばかり,,います,,,,,,,,,,,,,,,,,,Sentence,15,TRUE
96,湖の色は空のようです。,9,みずうみのいろはそらのようです。,The color of the lake is like the sky.,Màu của hồ giống như bầu trời.,96,〜ようだ（比喩）,,,,,,,,,,,湖,1713,の,,色,1532,は,,空,143,の,,よう,,です,,,,,,,,,,,,,,Sentence,11,TRUE
98,あの店は魚屋らしいです。,9,あのみせはさかなやらしいです。,That shop seems to be a fish store.,Cửa hàng đó có vẻ là cửa hàng cá.,98,〜らしい（推定）,,,,,,,,,,,あの,3704,店,576,は,,魚屋,1409,らしい,,です,,,,,,,,,,,,,,,,,,Sentence,12,TRUE
102,さっき卒業式が終わったばかりです。,9,さっきそつぎょうしきがおわったばかりです。,The graduation ceremony has just ended.,Buổi lễ tốt nghiệp vừa mới kết thúc.,102,〜たばかり（直後）,,,,,,,,,,,さっき,5803,卒業式,869,が,,終わった,281,ばかり,,です,,,,,,,,,,,,,,,,,,Sentence,17,TRUE
103,いま郵送するところです。,9,いまゆうそうするところです。,I am about to send it now.,Bây giờ tôi chuẩn bị gửi.,103,〜ところ（直前）,,,,,,,,,,,いま,507,郵送,1066,する,329,ところ,534,です,,,,,,,,,,,,,,,,,,,,Sentence,12,TRUE
160,本田さんはお弁当を作っているところです。,9,ほんださんはおべんとうをつくっているところです。,Mr. Honda is in the middle of making a bento.,Honda-san đang chuẩn bị hộp cơm trưa.,160,〜ところ（途中）,,,,,,,,,,,本田さん,,は,,お弁当,168,を,,作って,299,いる,,ところ,534,です,,,,,,,,,,,,,,Sentence,20,TRUE
161,届いた荷物を開けたところです。,9,とどいたにもつをあけたところです。,I have just opened the delivered package.,Tôi vừa mở gói hàng được gửi đến.,161,〜ところ（直後）,,,,,,,,,,,届い,912,た,,荷物,549,を,,開け,321,た,,ところ,534,です,,,,,,,,,,,,,,Sentence,15,TRUE
162,心配することはないよ。,10,しんぱいすることはないよ。,Don't worry.,Đừng lo lắng.,93,〜ことはない（不要）,,,,,,,,,,,心配,1268,する,,こと,538,は,,ない,,よ,,,,,,,,,,,,,,,,,,Sentence,11,TRUE
163,顔を洗っている最中に電話が鳴りました。,10,かおをあらっているさいちゅうに、でんわがなりました。,The phone rang while I was washing my face.,Điện thoại reo khi tôi đang rửa mặt.,94,〜最中に（動作中）,,,,,,,,,,,顔,5749,を,,洗って,622,いる,,最中,,に,,電話,544,が,,鳴り,,ました,,,,,,,,,,Sentence,19,TRUE
164,今日は雨が降りそうにないね。,10,きょうはあめがふりそうにないね。,It doesn’t look like it will rain today.,Hôm nay có vẻ như sẽ không mưa.,104,〜そうにない（可能性低）,,,,,,,,,,,今日,247,は,,雨,582,が,,降り,638,そう,,に,,ない,,ね,,,,,,,,,,,,Sentence,14,TRUE
165,この料理は中華料理に違いない。,10,このりょうりはちゅうかりょうりにちがいない。,This dish must be Chinese food.,Món ăn này chắc chắn là món Trung Hoa.,105,〜に違いない（確信）,,,,,,,,,,,この,693,料理,159,は,,中華料理,1414,に,,違い,1269,ない,,,,,,,,,,,,,,,,Sentence,15,TRUE
166,中学生にしては文章力がすごいですね。,10,ちゅうがくせいにしてはぶんしょうりょくがすごいですね。,"For a junior high school student, your writing skills are impressive.",So với học sinh trung học cơ sở thì khả năng viết của bạn thật tuyệt vời.,106,〜にしては（予想外）,,,,,,,,,,,中学生,900,に,,して,,は,,文章力,1218,が,,すごい,3318,です,,ね,,,,,,,,,,,,Sentence,18,TRUE
167,残業するにしても無理をしてはいけません。,10,ざんぎょうするにしても、むりをしてはいけません。,"Even if you work overtime, you shouldn’t push yourself too hard.",Dù làm thêm giờ thì cũng không nên gắng sức quá.,107,〜にしても（譲歩）,,,,,,,,,,,残業,1448,する,329,に,,して,,も,,無理,1263,を,,して,,は,,いけません,,,,,,,,,,Sentence,20,TRUE
168,天気にかかわらず運動会をします。,11,てんきにかかわらず、うんどうかいをします。,We will hold the sports day regardless of the weather.,Dù thời tiết thế nào chúng tôi vẫn tổ chức ngày hội thể thao.,108,〜にかかわらず（無関係）,,,,,,,,,,,天気,,に,,かかわらず,,運動会,2183,を,,します,,,,,,,,,,,,,,,,,,Sentence,16,TRUE
169,今日に限って店が休みです。,11,きょうにかぎって、みせがやすみです。,The store is closed only today.,Chỉ hôm nay cửa hàng đóng cửa.,109,〜に限って（特別）,,,,,,,,,,,今日,,に,,限って,,店,,が,,休み,5739,です,,,,,,,,,,,,,,,,Sentence,13,TRUE
170,先生は学生に対してやさしいです。,11,せんせいは、がくせいにたいしてやさしいです。,The teacher is kind to the students.,Giáo viên rất tốt với học sinh.,110,〜に対して（対象）,,,,,,,,,,,先生,,は,,学生,34,に,,対して,,やさしい,408,です,,,,,,,,,,,,,,,,Sentence,16,TRUE
171,私にとって家族はとても大切です。,11,わたしにとって、かぞくはとてもたいせつです。,My family is very important to me.,Gia đình rất quan trọng đối với tôi.,111,〜にとって（立場）,,,,,,,,,,,私,,に,,とって,,家族,82,は,,とても,,大切,711,です,,,,,,,,,,,,,,Sentence,16,TRUE
172,データに基づいて発表します。,11,データにもとづいてはっぴょうします。,I will present based on the data.,Tôi sẽ thuyết trình dựa trên dữ liệu.,112,〜に基づいて（根拠）,,,,,,,,,,,データ,,に,,基づい,,て,,発表,949,します,,,,,,,,,,,,,,,,,,Sentence,14,TRUE
173,人数に応じて料理を作ります。,11,にんずうにおうじてりょうりをつくります。,We will cook according to the number of people.,Chúng tôi sẽ nấu ăn tùy theo số người.,113,〜に応じて（対応）,,,,,,,,,,,人数,2885,に,,応じて,,料理,159,を,,作ります,299,,,,,,,,,,,,,,,,,Sentence,14,TRUE
174,卒業生は学校の方針に沿って準備を進めました。,12,そつぎょうせいは、がっこうのほうしんにそってじゅんびをすす めました。,The graduates proceeded with preparations according to the school's policy.,Các học sinh tốt nghiệp đã chuẩn bị theo chính sách của trường.,114,〜に沿って（準拠）,,,,,,,,,,,卒業生,1029,は,,学校,65,の,,方針,3926,に,,沿って,1899,準備を,842,進め,3039,ました,,,,,,,,,,Sentence,22,TRUE
175,子ども達は授業を通して自然の大切さを学びました。,12,こどもたちは、じゅぎょうをとおしてしぜんのたいせつさをまなびました。,The children learned the importance of nature through the class.,Trẻ em đã học được tầm quan trọng của thiên nhiên thông qua bài học.,116,〜を通じて／〜を通して（手段）,,,,,,,,,,,子ども達,104,は,,授業,703,を,,通して,,自然,1711,の,,大切さ,711,を,,学びました,2545,,,,,,,,,Sentence,24,TRUE
176,豊田さんは病気をきっかけに生活を見直しました。,12,とよたさんは、びょうきをきっかけにせいかつをみなおしました。,Mr. Toyoda reviewed his lifestyle after his illness.,Anh Toyoda đã xem xét lại lối sống của mình sau khi bị bệnh.,117,〜をきっかけに（契機）,,,,,,,,,,,豊田さん,,は,,病気,2151,を,,きっかけに,,生活,855,を,,見直し,5373,ました,,,,,,,,,,,,Sentence,23,TRUE
177,三菱さんは頑固だが人の意見を聞かないわけではない。,12,みつびしさんはがんこだが、ひとのいけんをきかないわけではない。,"Mr. Mitsubishi is stubborn, but it’s not that he doesn’t listen to others.","Anh Mitsubishi khá cứng đầu, nhưng không phải là anh ấy không nghe ý kiến của người khác.",118,〜わけではない（部分否定）,,,,,,,,,,,三菱さん,,は,,頑固,2333,だが,,人の,,意見,1168,を,,聞かない,276,わけ,,ではない,,,,,,,,,,Sentence,25,TRUE
178,あの刑事がそんな間違いをするわけがない。,12,あのけいじがそんなまちがいをするわけがない。,There’s no way that detective would make such a mistake.,Không đời nào viên cảnh sát đó lại mắc sai lầm như vậy.,119,〜わけがない（強否定）,,,,,,,,,,,あの,3704,刑事,2317,が,,そんな,,間違い,2900,を,,する,,わけ,,が,,ない,,,,,,,,,,Sentence,20,TRUE
179,大事な会議があるので会社を休むわけにはいかない。,12,だいじなかいぎがあるので、かいしゃをやすむわけにはいかない。,"I have an important meeting, so I can’t take a day off.",Vì có cuộc họp quan trọng nên tôi không thể nghỉ làm.,120,〜わけにはいかない（事情により不可）,,,,,,,,,,,大事な,5760,会議,786,が,,ある,,ので,,会社,52,を,,休む,617,わけには,,いかない,,,,,,,,,,Sentence,24,TRUE
180,環境問題を巡って激しい議論が行われた。,13,かんきょうもんだいをめぐって、はげしいぎろんがおこなわれた。,Intense discussions were held over environmental issues.,Đã diễn ra những cuộc thảo luận sôi nổi về các vấn đề môi trường.,115,〜をめぐって（議題）,,,,,,,,,,,環境問題,,を,,巡って,,激しい,2904,議論,1374,が,,行われた,,,,,,,,,,,,,,,,Sentence,19,TRUE
181,お客様あっての会社だから感謝を忘れてはいけない。,13,おきゃくさまあってのかいしゃだから、かんしゃをわすれてはいけない。,"Because our company exists thanks to our customers, we must not forget our gratitude.",Vì công ty tồn tại là nhờ khách hàng nên chúng ta không được quên lòng biết ơn.,121,〜あっての（存在の前提）,,,,,,,,,,,お客様,,あっての,,会社,52,だから,,感謝,1116,を,,忘れて,735,は,,いけない,,,,,,,,,,,,Sentence,24,TRUE
182,結果のいかんによっては計画を中止する可能性もある。,13,けっかのいかんによっては、けいかくをちゅうしするかのうせいもある。,"Depending on the outcome, the plan might be canceled.","Tùy thuộc vào kết quả, kế hoạch có thể sẽ bị hủy.",122,〜いかんによって（条件）,,,,,,,,,,,結果,1002,の,,いかん,,によって,,は,,計画,687,を,,中止する,877,可能性,5765,も,,ある,,,,,,,,Sentence,25,TRUE
183,ご報告かたがたご挨拶に伺いました。,13,ごほうこくかたがた、ごあいさつにうかがいました。,I came to greet you as well as to give my report.,Tôi đến để chào hỏi đồng thời báo cáo.,123,〜かたがた（目的）,,,,,,,,,,,ご報告,973,かたがた,,ご挨拶,2073,に,,伺い,,ました,,,,,,,,,,,,,,,,,,Sentence,17,TRUE
184,雨が降るかと思いきや突然晴れた。,13,あめがふるかとおもいきや、とつぜんはれた。,"I thought it would rain, but it suddenly cleared up.","Tôi tưởng là trời sẽ mưa, nhưng đột nhiên lại nắng.",124,〜かと思いきや（予想外）,,,,,,,,,,,雨,582,が,,降る,638,かと,,思いきや,,突然,1563,晴れた,,,,,,,,,,,,,,,,Sentence,16,TRUE
185,松屋さんは散歩がてら近くのパン屋に寄った。,13,まつやさんは、さんぽがてらちかくのパンやによった。,Mr. Matsuya stopped by a nearby bakery while taking a walk.,Anh Matsuya ghé qua tiệm bánh gần nhà trong lúc đi dạo.,125,〜がてら（ついで）,,,,,,,,,,,松屋さん,,は,,散歩,621,がてら,,近く,527,の,,パン屋,1408,に,,寄った,5051,,,,,,,,,,,Sentence,21,TRUE
186,彼は他人をすぐに責めるきらいがある。,14,かれはたにんをすぐにせめるきらいがある。,He tends to blame others too quickly.,Anh ấy có xu hướng đổ lỗi cho người khác quá nhanh.,126,〜きらいがある,,,,,,,,,,,彼,5080,は,,他人,5766,を,,すぐに,,責める,1593,きらい,,が,,ある,,,,,,,,,,,,Sentence,18,TRUE
187,美味しそうな匂いに食べずにはいられなかった。,14,おいしそうなにおいに、たべずにはいられなかった。,I couldn’t resist eating because it smelled so good.,Tôi không thể cưỡng lại mà phải ăn vì mùi thơm quá hấp dẫn.,127,〜ずにはおかない,,,,,,,,,,,美味しそう,405,な,,匂い,5767,に,,食べ,309,ず,,には,,いられ,,なかった,,,,,,,,,,,,Sentence,22,TRUE
188,約束を破ったからには謝らずには済まないだろう。,14,やくそくをやぶったからには、あやまらずにはすまないだろう。,"Since he broke his promise,he will have to apologize.",Vì đã thất hứa nên anh ấy chắc chắn sẽ phải xin lỗi.,128,〜ずにはすまない,,,,,,,,,,,約束,5116,を,,破った,1328,からには,,謝らず,,には,,済まない,2838,だろう,,,,,,,,,,,,,,Sentence,23,TRUE
189,部屋を掃いたそばから子どもがまた散らかした。,14,へやをはいたそばから、こどもがまたちらかした。,I had just cleaned the room when the kids messed it up again.,Vừa mới dọn phòng xong thì bọn trẻ lại làm bừa bộn.,129,〜そばから,,,,,,,,,,,部屋,224,を,,掃いた,2455,そば,,から,,子ども,104,が,,また,725,散らかした,1560,,,,,,,,,,,Sentence,22,TRUE
190,あの人は言い出したが最後決して考えを変えない。,14,あのひとは、いいだしたがさいご、けっしてかんがえをかえない。,"Once that person speaks up, they never change their mind.",Một khi người đó đã nói ra thì tuyệt đối không thay đổi ý kiến.,130,〜たが最後,,,,,,,,,,,あの,3704,人,,は,,言い出した,,が,,最後,825,決して,,考え,2813,を,,変え,644,ない,,,,,,,,Sentence,23,TRUE
191,一日たりとも勉学を怠ってはいけない。,14,いちにちたりとも、べんがくをおこたってはいけない。,You must not neglect your studies even for a single day.,Không được lơ là việc học dù chỉ một ngày.,131,〜たりとも〜ない,,,,,,,,,,,一日,,たりとも,,勉学,4282,を,,怠って,5482,は,,いけ,,ない,,,,,,,,,,,,,,Sentence,18,TRUE
192,お金であれ名誉であれ彼には興味がない。,14,おかねであれ、めいよであれ、かれにはきょうみがない。,"Whether it’s money or fame, he has no interest in either.",Dù là tiền hay danh vọng thì anh ấy cũng không quan tâm.,132,〜であれ〜であれ,,,,,,,,,,,お金で,535,あれ,535,名誉,4691,であれ,,彼,5080,に,,は,,興味,5769,が,,ない,,,,,,,,,,Sentence,19,TRUE
193,理事長の頼みとあればどんな苦しくても引き受けます。,15,りじちょうのたのみとあれば、どんなくるしくてもひきうけます。,"If it’s the chairman’s request, I’ll take it on no matter how hard it is.",Nếu là lời nhờ của viện trưởng thì dù khó khăn đến đâu tôi cũng sẽ nhận.,133,〜とあれば（条件）,,,,,,,,,,,理事長,1814,の,,頼み,1252,と,,あれば,,どんな,,苦しくて,2438,も,,引き受け,,ます,,,,,,,,,,Sentence,25,TRUE
194,文学といい哲学といい彼は人間の魂を深く理解している。,15,ぶんがくといい、てつがくといい、かれはにんげんのたましいをふかくりかいしている。,"Be it literature or philosophy, he deeply understands the human soul.","Dù là văn học hay triết học, anh ấy đều hiểu sâu sắc về tâm hồn con người.",134,〜といい〜といい（例示）,,,,,,,,,,,文学,2351,といい,,哲学と,2350,いい,,彼は,5080,人間,4655,の,,魂,2413,を,,深く,,理解している,1226,,,,,,,Sentence,26,TRUE
195,教授ともあろう人がそんな基本的な定理を間違えるとは。,15,きょうじゅともあろうひとが、そんなきほんてきなていりをまちがえるとは。,For a professor of all people to make such a basic mistake in a theorem!,Một người là giáo sư mà lại phạm sai lầm cơ bản như vậy sao!,135,〜ともあろう（資格）,,,,,,,,,,,教授,2676,とも,,あろう,,人,511,が,,そんな,,基本的な,,定理,4541,を,,間違える,984,とは,,,,,,,,Sentence,26,TRUE
196,あの若さにして修士課程を修了したのは本当にすごい。,15,あのわかさにしてしゅうしかていをしゅうりょうしたのは、ほんとうにすごい。,It’s amazing that he completed his master’s degree at such a young age.,Thật đáng khâm phục khi anh ấy hoàn thành chương trình thạc sĩ ở độ tuổi trẻ như vậy.,136,〜にして（例外）,,,,,,,,,,,あの,3704,若さ,535,に,,して,,修士課程,,を,,修了した,,の,,は,,本当に,976,すごい,3318,,,,,,,Sentence,25,TRUE
197,近年の人工知能の進化は過去にもまして目覚ましい。,15,きんねんのじんこうちのうのしんかは、かこにもましてめざましい。,The progress of artificial intelligence in recent years is more remarkable than ever before.,Sự phát triển của trí tuệ nhân tạo trong những năm gần đây còn ấn tượng hơn bao giờ hết.,137,〜にもまして（比較）,,,,,,,,,,,近年,2943,の,,人工知能,2037,の,,進化,2940,は,,過去,2867,にも,,まして,,目覚ましい,,,,,,,,,,Sentence,24,TRUE
198,本日をもって彼女は市長に就任しました。,15,ほんじつをもって、かのじょはしちょうにしゅうにんしました。,"As of today, she has assumed the position of mayor.","Kể từ hôm nay, cô ấy đã chính thức nhậm chức thị trưởng.",138,〜をもって（手段・期限）,,,,,,,,,,,本日,5770,を,,もって,,彼女,5079,は,,市長,3835,に,,就任,5776,しました,,,,,,,,,,,,Sentence,19,TRUE
199,青年は勝利を得んがために命をかけて戦った。,15,せいねんはしょうりをえんがために、いのちをかけてたたかった。,"The young man fought, risking his life, in order to gain victory.",Chàng thanh niên đã liều mạng chiến đấu để giành chiến thắng.,139,〜んがために（目的）,,,,,,,,,,,青年,2281,は,,勝利,5771,を,,得ん,,がため,,に,,命,2437,を,,かけて,,戦った,2944,,,,,,,Sentence,21,TRUE
200,お母さんはりんごが好きです。,1,おかあさんはりんごがすきです。,My mother likes apples.,Mẹ tôi thích táo.,163,〜が好きです 形容動詞 好き嫌いの表現,,,,,,,,,,,お母さん,87,は,,りんご,191,が,,好き,395,です,,,,,,,,,,,,,,,,,,Sentence,14,TRUE
201,お兄さんは犬が嫌いです。,1,おにいさんはいぬがきらいです。,My older brother dislikes dogs.,Anh trai tôi ghét chó.,164,〜が嫌いです 形容動詞 好き嫌いの表現,,,,,,,,,,,お兄さん,89,は,,犬,2,が,,嫌い,396,です,,,,,,,,,,,,,,,,,,Sentence,12,TRUE
202,彼は歌が上手です。,3,かれはうたがじょうずです。,He is good at singing.,Anh ấy hát giỏi.,165,〜が上手です 形容動詞 能力の評価,,,,,,,,,,,彼,5080,は,,歌,664,が,,上手,393,です,,,,,,,,,,,,,,,,,,Sentence,9,TRUE
203,私は料理が下手です。,3,わたしはりょうりがへたです。,I am bad at cooking.,Tôi nấu ăn dở.,166,〜が下手です 形容動詞 能力の評価,,,,,,,,,,,私,5074,は,,料理,159,が,,下手,394,です,,,,,,,,,,,,,,,,,,Sentence,10,TRUE
204,先生は英語がわかります。,2,せんせいはえいごがわかります。,The teacher understands English.,Thầy (hoặc cô) hiểu tiếng Anh.,167,〜がわかります 動詞 理解を表す,,,,,,,,,,,先生,29,は,,英語,47,が,,わかり,741,ます,,,,,,,,,,,,,,,,,,Sentence,12,TRUE
205,ここに家があります。,3,ここにいえがあります。,There is a house here.,Ở đây có một ngôi nhà.,169,〜があります（所有） 動詞 所有を表す,,,,,,,,,,,ここ,5087,に,,家,64,が,,あり,,ます,,,,,,,,,,,,,,,,,,Sentence,10,TRUE
206,パンを三つぐらい食べました。,3,パンをみっつぐらいたべました。,I ate about three pieces of bread.,Tôi đã ăn khoảng ba cái bánh mì.,173,数量詞＋ぐらい/くらい 副助詞 概数を表す,,,,,,,,,,,パン,161,を,,三つ,11,ぐらい,,食べ,309,まし,,た,,,,,,,,,,,,,,,,Sentence,14,TRUE
207,一緒に行きましょうか。,2,いっしょにいきましょうか。,Shall we go together?,Chúng ta đi cùng nhau nhé?,174,Vましょうか 勧誘・申し出 提案や申し出,,,,,,,,,,,一緒,591,に,,行き,271,ましょう,,か,,,,,,,,,,,,,,,,,,,,Sentence,11,TRUE
208,家までどう帰りますか。,4,いえまでどうかえりますか。,How will you go home?,Bạn sẽ về nhà bằng cách nào?,170,どう 疑問詞 様態の疑問,,,,,,,,,,,家,64,まで,5751,どう,,帰り,272,ます,,か,,,,,,,,,,,,,,,,,,Sentence,11,TRUE
209,どの果物が一番おいしいですか。,4,どのくだものがいちばんおいしいですか。,Which fruit is the most delicious?,Trái cây nào ngon nhất?,171,どの 連体詞 疑問の連体修飾,,,,,,,,,,,どの,409,果物,567,が,,一番,661,おいしい,405,です,,か,,,,,,,,,,,,,,,,Sentence,15,TRUE
210,どんな食べ物が好きですか。,4,どんなたべものがすきですか。,What kind of food do you like?,Bạn thích loại món ăn nào?,172,どんな 連体詞 疑問の連体修飾,,,,,,,,,,,どんな,5789,食べ物,158,が,,好き,395,です,,か,,,,,,,,,,,,,,,,,,Sentence,13,TRUE
211,私は友だちにプレゼントをあげました。,6,わたしはともだちにプレゼントをあげました。,I gave my friend a present.,Tôi đã tặng quà cho bạn tôi.,175,〜てあげる 授受表現 恩恵の授受,,,,,,,,,,,私,5074,は,,友だち,83,に,,プレゼント,4910,を,,あげ,,ました,,,,,,,,,,,,,,Sentence,18,TRUE
212,先生は私に日本語を教えてくれました。,6,せんせいは、わたしににほんごをおしえてくれました。,The teacher taught me Japanese.,Thầy (cô) đã dạy tiếng Nhật cho tôi.,176,〜てくれる 授受表現 恩恵の授受,,,,,,,,,,,先生,29,は,,私,5074,に,,日本語,44,を,,教えて,315,くれました,,,,,,,,,,,,,,Sentence,18,TRUE
213,私は先生に日本語を教えてもらいました。,6,わたしは、せんせいににほんごをおしえてもらいました。,I was taught Japanese by my teacher.,Tôi đã được thầy (cô) dạy tiếng Nhật.,177,〜てもらう 授受表現 恩恵の授受,,,,,,,,,,,私,5074,は,,先生,29,に,,日本語,44,を,,教えて,315,もらいました,,,,,,,,,,,,,,Sentence,19,TRUE
214,明日は雨が降るかもしれません。,4,あしたはあめがふるかもしれません。,It might rain tomorrow.,Ngày mai có thể trời sẽ mưa.,178,〜かもしれません 推量 可能性を表す,,,,,,,,,,,明日,248,は,,雨,582,が,,降る,638,かも,,しれ,,ません,,,,,,,,,,,,,,Sentence,15,TRUE
215,あの人は学生のようです。,5,あのひとはがくせいのようです。,That person seems to be a student.,Người đó có vẻ là sinh viên.,179,〜ようだ（推量） 推量 推量・比況,,,,,,,,,,,あの,3704,人,,は,,学生,34,の,,よう,,です,,,,,,,,,,,,,,,,Sentence,12,TRUE
217,彼はこの駅に来るはずです。,6,かれはこのえきにくるはずです。,He is supposed to come to this station.,Anh ấy chắc sẽ đến ga này.,181,〜はずです 推量 当然の推量,,,,,,,,,,,彼,5080,は,,この,,駅,573,に,,来る,327,はず,,です,,,,,,,,,,,,,,Sentence,13,TRUE
218,お父さんはビールを全部飲んでしまいました。,6,おとうさんはビールをぜんぶのんでしまいました。,My father drank all the beer.,Bố tôi đã uống hết bia rồi.,182,〜てしまう（完了） 補助動詞 完了・残念,,,,,,,,,,,お父さん,85,は,,ビール,185,を,,全部,1465,飲んで,273,しまい,,ました,,,,,,,,,,,,,,Sentence,21,TRUE
